#r_rel[fm]	P(r_rel)_boundstates	P(r_rel)_ges
10.3512 0 0.0578581
10.3536 0 0.0563952
10.356 0 0.05648
10.3584 0 0.0566285
10.3608 0 0.0575401
10.3632 0 0.0566285
10.3656 0 0.0565224
10.368 0 0.0574341
10.3704 0 0.0570101
10.3728 0 0.0592362
10.3752 0 0.0562468
10.3776 0 0.0563528
10.38 0 0.0565436
10.3824 0 0.0572645
10.3848 0 0.0577097
10.3872 0 0.0565648
10.3896 0 0.0560348
10.392 0 0.0546991
10.3944 0 0.0589818
10.3968 0 0.0552504
10.3992 0 0.0575189
10.4016 0 0.0562044
10.404 0 0.05489
10.4064 0 0.0567557
10.4088 0 0.0549112
10.4112 0 0.0562468
10.4136 0 0.0545719
10.416 0 0.0532151
10.4184 0 0.0558016
10.4208 0 0.0561832
10.4232 0 0.0556108
10.4256 0 0.05542
10.428 0 0.0529182
10.4304 0 0.0541903
10.4328 0 0.055738
10.4352 0 0.0540207
10.4376 0 0.0552928
10.44 0 0.0543811
10.4424 0 0.0540843
10.4448 0 0.053109
10.4472 0 0.0538935
10.4496 0 0.0538723
10.452 0 0.0519006
10.4544 0 0.0540631
10.4568 0 0.0530242
10.4592 0 0.0522822
10.4616 0 0.053109
10.464 0 0.053109
10.4664 0 0.0538511
10.4688 0 0.0537027
10.4712 0 0.0548263
10.4736 0 0.0522822
10.476 0 0.0538935
10.4784 0 0.0531302
10.4808 0 0.0537239
10.4832 0 0.0516886
10.4856 0 0.0520914
10.488 0 0.0519006
10.4904 0 0.0532151
10.4928 0 0.0548475
10.4952 0 0.0506497
10.4976 0 0.0523246
10.5 0 0.0516462
10.5024 0 0.051943
10.5048 0 0.0519642
10.5072 0 0.0539571
10.5096 0 0.0512221
10.512 0 0.0492928
10.5144 0 0.0501197
10.5168 0 0.0502893
10.5192 0 0.0524942
10.5216 0 0.0519642
10.524 0 0.0517098
10.5264 0 0.0492716
10.5288 0 0.0514342
10.5312 0 0.0514554
10.5336 0 0.0516674
10.536 0 0.0504589
10.5384 0 0.0508617
10.5408 0 0.0506285
10.5432 0 0.0508829
10.5456 0 0.0485932
10.548 0 0.0507133
10.5504 0 0.0491868
10.5528 0 0.0509465
10.5552 0 0.0497169
10.5576 0 0.0498653
10.56 0 0.0503105
10.5624 0 0.0510313
10.5648 0 0.0479996
10.5672 0 0.0481904
10.5696 0 0.0492716
10.572 0 0.0493988
10.5744 0 0.0498653
10.5768 0 0.04889
10.5792 0 0.0500773
10.5816 0 0.0485508
10.584 0 0.0499713
10.5864 0 0.0477027
10.5888 0 0.0479572
10.5912 0 0.0494624
10.5936 0 0.048466
10.596 0 0.0493776
10.5984 0 0.0488476
10.6008 0 0.048466
10.6032 0 0.0491444
10.6056 0 0.046049
10.608 0 0.0498229
10.6104 0 0.04836
10.6128 0 0.0483812
10.6152 0 0.0476391
10.6176 0 0.04889
10.62 0 0.048572
10.6224 0 0.0462399
10.6248 0 0.0474907
10.6272 0 0.0488476
10.6296 0 0.0471303
10.632 0 0.0473635
10.6344 0 0.0464307
10.6368 0 0.0452434
10.6392 0 0.0455826
10.6416 0 0.0469819
10.644 0 0.0462399
10.6464 0 0.0463459
10.6488 0 0.048784
10.6512 0 0.0477875
10.6536 0 0.0458158
10.656 0 0.0466215
10.6584 0 0.0463883
10.6608 0 0.0471939
10.6632 0 0.046049
10.6656 0 0.0471303
10.668 0 0.0466003
10.6704 0 0.0460066
10.6728 0 0.0459854
10.6752 0 0.0461975
10.6776 0 0.0463671
10.68 0 0.044989
10.6824 0 0.0449042
10.6848 0 0.045837
10.6872 0 0.0465367
10.6896 0 0.0459006
10.692 0 0.0451586
10.6944 0 0.0468759
10.6968 0 0.045625
10.6992 0 0.0470667
10.7016 0 0.0453918
10.704 0 0.0451162
10.7064 0 0.045519
10.7088 0 0.0470243
10.7112 0 0.0466003
10.7136 0 0.0444165
10.716 0 0.0450102
10.7184 0 0.045307
10.7208 0 0.0461975
10.7232 0 0.0445438
10.7256 0 0.0456462
10.728 0 0.0459218
10.7304 0 0.0438017
10.7328 0 0.0468971
10.7352 0 0.044883
10.7376 0 0.0466639
10.74 0 0.0451798
10.7424 0 0.0424448
10.7448 0 0.0442469
10.7472 0 0.0435473
10.7496 0 0.0441197
10.752 0 0.0419572
10.7544 0 0.0426144
10.7568 0 0.0425508
10.7592 0 0.0431445
10.7616 0 0.042678
10.764 0 0.0421268
10.7664 0 0.0436745
10.7688 0 0.0432929
10.7712 0 0.044777
10.7736 0 0.0433565
10.776 0 0.0441409
10.7784 0 0.0418724
10.7808 0 0.0436321
10.7832 0 0.0405791
10.7856 0 0.042254
10.788 0 0.0419148
10.7904 0 0.0400915
10.7928 0 0.0414272
10.7952 0 0.0427629
10.7976 0 0.0437593
10.8 0 0.0436745
10.8024 0 0.0421692
10.8048 0 0.0418512
10.8072 0 0.0412364
10.8096 0 0.0415332
10.812 0 0.041194
10.8144 0 0.0406003
10.8168 0 0.042678
10.8192 0 0.0417028
10.8216 0 0.0413424
10.824 0 0.0424236
10.8264 0 0.0407275
10.8288 0 0.0416604
10.8312 0 0.0417452
10.8336 0 0.0416604
10.836 0 0.0415544
10.8384 0 0.041936
10.8408 0 0.0428053
10.8432 0 0.0408759
10.8456 0 0.0401339
10.848 0 0.0408759
10.8504 0 0.0422328
10.8528 0 0.0407063
10.8552 0 0.0374626
10.8576 0 0.0407699
10.86 0 0.0404519
10.8624 0 0.041618
10.8648 0 0.040982
10.8672 0 0.039095
10.8696 0 0.0402399
10.872 0 0.0381198
10.8744 0 0.0402399
10.8768 0 0.0403459
10.8792 0 0.0404519
10.8816 0 0.0396887
10.884 0 0.0384802
10.8864 0 0.0418724
10.8888 0 0.0387134
10.8912 0 0.0395191
10.8936 0 0.0393283
10.896 0 0.0398371
10.8984 0 0.0402187
10.9008 0 0.0393707
10.9032 0 0.0397099
10.9056 0 0.038671
10.908 0 0.0402187
10.9104 0 0.0387134
10.9128 0 0.0397311
10.9152 0 0.0390526
10.9176 0 0.0399219
10.92 0 0.0367629
10.9224 0 0.038671
10.9248 0 0.0387558
10.9272 0 0.0367629
10.9296 0 0.0387346
10.932 0 0.0389254
10.9344 0 0.0386498
10.9368 0 0.0377382
10.9392 0 0.038353
10.9416 0 0.0369537
10.944 0 0.038671
10.9464 0 0.0389678
10.9488 0 0.0396251
10.9512 0 0.0378442
10.9536 0 0.0387346
10.956 0 0.0377594
10.9584 0 0.0374838
10.9608 0 0.0374626
10.9632 0 0.038247
10.9656 0 0.0370597
10.968 0 0.0374626
10.9704 0 0.0373141
10.9728 0 0.0371233
10.9752 0 0.0376958
10.9776 0 0.0359361
10.98 0 0.0366145
10.9824 0 0.0369961
10.9848 0 0.0370385
10.9872 0 0.0378442
10.9896 0 0.0361057
10.992 0 0.0362965
10.9944 0 0.0359361
10.9968 0 0.0358937
10.9992 0 0.0367629
11.0016 0 0.03477
11.004 0 0.0373565
11.0064 0 0.035088
11.0088 0 0.0331799
11.0112 0 0.0363389
11.0136 0 0.0362965
11.016 0 0.0369961
11.0184 0 0.0341552
11.0208 0 0.0353636
11.0232 0 0.0372505
11.0256 0 0.0352152
11.028 0 0.0347064
11.0304 0 0.0364873
11.0328 0 0.0361693
11.0352 0 0.0348124
11.0376 0 0.035088
11.04 0 0.0359149
11.0424 0 0.0357241
11.0448 0 0.034982
11.0472 0 0.0365297
11.0496 0 0.0366569
11.052 0 0.0347276
11.0544 0 0.0359997
11.0568 0 0.0340916
11.0592 0 0.0333707
11.0616 0 0.0340704
11.064 0 0.0340492
11.0664 0 0.0346216
11.0688 0 0.0340916
11.0712 0 0.03424
11.0736 0 0.0348972
11.076 0 0.0332647
11.0784 0 0.0339431
11.0808 0 0.0337735
11.0832 0 0.0343036
11.0856 0 0.0346852
11.088 0 0.0332859
11.0904 0 0.0329891
11.0928 0 0.0344732
11.0952 0 0.034346
11.0976 0 0.0330315
11.1 0 0.0334131
11.1024 0 0.0317806
11.1048 0 0.0343036
11.1072 0 0.0336675
11.1096 0 0.0343036
11.112 0 0.0347276
11.1144 0 0.0348124
11.1168 0 0.0324379
11.1192 0 0.0327347
11.1216 0 0.0327135
11.124 0 0.0332859
11.1264 0 0.031929
11.1288 0 0.0339643
11.1312 0 0.0340492
11.1336 0 0.0334555
11.136 0 0.0327135
11.1384 0 0.0323531
11.1408 0 0.0311446
11.1432 0 0.0333495
11.1456 0 0.0325651
11.148 0 0.0324167
11.1504 0 0.0327347
11.1528 0 0.0341976
11.1552 0 0.0327135
11.1576 0 0.0318442
11.16 0 0.0313142
11.1624 0 0.0326287
11.1648 0 0.0324591
11.1672 0 0.0309114
11.1696 0 0.0322895
11.172 0 0.0327771
11.1744 0 0.0318018
11.1768 0 0.031929
11.1792 0 0.0319926
11.1816 0 0.0313142
11.184 0 0.032035
11.1864 0 0.031823
11.1888 0 0.0313142
11.1912 0 0.0321834
11.1936 0 0.0307206
11.196 0 0.0306358
11.1984 0 0.0318866
11.2008 0 0.0312294
11.2032 0 0.0299149
11.2056 0 0.0300421
11.208 0 0.0311658
11.2104 0 0.0309962
11.2128 0 0.0321834
11.2152 0 0.0316534
11.2176 0 0.0298937
11.22 0 0.0310174
11.2224 0 0.0304449
11.2248 0 0.0315898
11.2272 0 0.0313142
11.2296 0 0.0302329
11.232 0 0.0299573
11.2344 0 0.0301269
11.2368 0 0.0311022
11.2392 0 0.030869
11.2416 0 0.0290033
11.244 0 0.0310174
11.2464 0 0.031081
11.2488 0 0.0298513
11.2512 0 0.030869
11.2536 0 0.0310174
11.256 0 0.0290033
11.2584 0 0.0295333
11.2608 0 0.0284096
11.2632 0 0.0299997
11.2656 0 0.0297665
11.268 0 0.0302329
11.2704 0 0.0306994
11.2728 0 0.028664
11.2752 0 0.0300845
11.2776 0 0.0297029
11.28 0 0.02824
11.2824 0 0.0297029
11.2848 0 0.0299573
11.2872 0 0.0291517
11.2896 0 0.027816
11.292 0 0.0295121
11.2944 0 0.0300209
11.2968 0 0.0298301
11.2992 0 0.0293425
11.3016 0 0.0288761
11.304 0 0.0288973
11.3064 0 0.0293001
11.3088 0 0.027604
11.3112 0 0.028558
11.3136 0 0.0287276
11.316 0 0.0294697
11.3184 0 0.0288549
11.3208 0 0.0275192
11.3232 0 0.0289609
11.3256 0 0.0283672
11.328 0 0.0286852
11.3304 0 0.028558
11.3328 0 0.0281764
11.3352 0 0.0270316
11.3376 0 0.0289185
11.34 0 0.02824
11.3424 0 0.0280916
11.3448 0 0.0284096
11.3472 0 0.0289397
11.3496 0 0.0283884
11.352 0 0.028028
11.3544 0 0.0273284
11.3568 0 0.028558
11.3592 0 0.0270952
11.3616 0 0.0275828
11.364 0 0.0265651
11.3664 0 0.0262683
11.3688 0 0.0281552
11.3712 0 0.0273708
11.3736 0 0.028134
11.376 0 0.0289609
11.3784 0 0.0265439
11.3808 0 0.0274344
11.3832 0 0.0267347
11.3856 0 0.0259291
11.388 0 0.0264379
11.3904 0 0.0261623
11.3928 0 0.0258655
11.3952 0 0.0277524
11.3976 0 0.0253355
11.4 0 0.0262895
11.4024 0 0.0267983
11.4048 0 0.0272224
11.4072 0 0.027604
11.4096 0 0.0254627
11.412 0 0.0263319
11.4144 0 0.0258231
11.4168 0 0.0261199
11.4192 0 0.0268407
11.4216 0 0.0253779
11.424 0 0.0266075
11.4264 0 0.0264803
11.4288 0 0.0256535
11.4312 0 0.0266923
11.4336 0 0.0248902
11.436 0 0.0248902
11.4384 0 0.025081
11.4408 0 0.0261199
11.4432 0 0.0255475
11.4456 0 0.0254203
11.448 0 0.0252506
11.4504 0 0.0242754
11.4528 0 0.0253355
11.4552 0 0.025081
11.4576 0 0.0256111
11.46 0 0.0246994
11.4624 0 0.0242966
11.4648 0 0.0252294
11.4672 0 0.0253143
11.4696 0 0.025081
11.472 0 0.0246358
11.4744 0 0.0246358
11.4768 0 0.0263107
11.4792 0 0.0254627
11.4816 0 0.0249114
11.484 0 0.025187
11.4864 0 0.0247206
11.4888 0 0.0260563
11.4912 0 0.0244874
11.4936 0 0.0236606
11.496 0 0.0256323
11.4984 0 0.0240634
11.5008 0 0.0234061
11.5032 0 0.0251234
11.5056 0 0.0225793
11.508 0 0.0239362
11.5104 0 0.0227277
11.5128 0 0.024021
11.5152 0 0.0224733
11.5176 0 0.0235546
11.52 0 0.0232789
11.5224 0 0.0256747
11.5248 0 0.0243814
11.5272 0 0.0231729
11.5296 0 0.0234061
11.532 0 0.0242118
11.5344 0 0.0242118
11.5368 0 0.0240634
11.5392 0 0.0244238
11.5416 0 0.024021
11.544 0 0.0224097
11.5464 0 0.0230669
11.5488 0 0.024763
11.5512 0 0.0234909
11.5536 0 0.0234485
11.556 0 0.0241906
11.5584 0 0.0244026
11.5608 0 0.0225581
11.5632 0 0.024339
11.5656 0 0.0224097
11.568 0 0.0231305
11.5704 0 0.0228549
11.5728 0 0.0236818
11.5752 0 0.0231729
11.5776 0 0.0232789
11.58 0 0.0226853
11.5824 0 0.0229185
11.5848 0 0.0228549
11.5872 0 0.0227913
11.5896 0 0.0230881
11.592 0 0.0227701
11.5944 0 0.0226853
11.5968 0 0.0243814
11.5992 0 0.0217736
11.6016 0 0.0220917
11.604 0 0.0228125
11.6064 0 0.0225369
11.6088 0 0.0224733
11.6112 0 0.0224309
11.6136 0 0.0220493
11.616 0 0.0223461
11.6184 0 0.0223249
11.6208 0 0.0217949
11.6232 0 0.0224945
11.6256 0 0.0210316
11.628 0 0.0219433
11.6304 0 0.0224945
11.6328 0 0.0206076
11.6352 0 0.0217736
11.6376 0 0.0211376
11.64 0 0.0214556
11.6424 0 0.0216888
11.6448 0 0.0210952
11.6472 0 0.0226217
11.6496 0 0.0212436
11.652 0 0.0216464
11.6544 0 0.0212436
11.6568 0 0.021604
11.6592 0 0.0206712
11.6616 0 0.0215404
11.664 0 0.0199715
11.6664 0 0.0211588
11.6688 0 0.0203108
11.6712 0 0.0196959
11.6736 0 0.0205864
11.676 0 0.0203532
11.6784 0 0.0211588
11.6808 0 0.0204804
11.6832 0 0.0205652
11.6856 0 0.0213284
11.688 0 0.0201836
11.6904 0 0.0209468
11.6928 0 0.0201624
11.6952 0 0.0206288
11.6976 0 0.0199715
11.7 0 0.0204592
11.7024 0 0.020544
11.7048 0 0.0202684
11.7072 0 0.0207984
11.7096 0 0.0199927
11.712 0 0.0198655
11.7144 0 0.0194839
11.7168 0 0.0202684
11.7192 0 0.0210104
11.7216 0 0.0201412
11.724 0 0.0201836
11.7264 0 0.0196959
11.7288 0 0.0197595
11.7312 0 0.0193143
11.7336 0 0.0204592
11.736 0 0.0199079
11.7384 0 0.0191871
11.7408 0 0.0208408
11.7432 0 0.0203532
11.7456 0 0.0197807
11.748 0 0.0191235
11.7504 0 0.0197595
11.7528 0 0.0188479
11.7552 0 0.0185723
11.7576 0 0.0190811
11.76 0 0.0186147
11.7624 0 0.0194839
11.7648 0 0.0196111
11.7672 0 0.0196535
11.7696 0 0.020862
11.772 0 0.0192295
11.7744 0 0.0192507
11.7768 0 0.0200988
11.7792 0 0.0193779
11.7816 0 0.0193355
11.784 0 0.0194839
11.7864 0 0.0185511
11.7888 0 0.0196747
11.7912 0 0.0199715
11.7936 0 0.0189327
11.796 0 0.0186571
11.7984 0 0.0184663
11.8008 0 0.0189327
11.8032 0 0.0181906
11.8056 0 0.0183815
11.808 0 0.0184451
11.8104 0 0.0191447
11.8128 0 0.0177242
11.8152 0 0.0196535
11.8176 0 0.0182967
11.82 0 0.0176182
11.8224 0 0.0182967
11.8248 0 0.0184239
11.8272 0 0.0190599
11.8296 0 0.0187207
11.832 0 0.0179362
11.8344 0 0.0180634
11.8368 0 0.0174062
11.8392 0 0.0180634
11.8416 0 0.0185723
11.844 0 0.0181694
11.8464 0 0.0174698
11.8488 0 0.0168762
11.8512 0 0.017809
11.8536 0 0.0175758
11.856 0 0.0178726
11.8584 0 0.0176182
11.8608 0 0.0183815
11.8632 0 0.0171942
11.8656 0 0.0171306
11.868 0 0.0176818
11.8704 0 0.017385
11.8728 0 0.0172578
11.8752 0 0.0188903
11.8776 0 0.016749
11.88 0 0.0163249
11.8824 0 0.0175546
11.8848 0 0.0174486
11.8872 0 0.0171518
11.8896 0 0.0170034
11.892 0 0.0154981
11.8944 0 0.0172366
11.8968 0 0.0168126
11.8992 0 0.017067
11.9016 0 0.017703
11.904 0 0.0160281
11.9064 0 0.016961
11.9088 0 0.0171094
11.9112 0 0.017173
11.9136 0 0.0175122
11.916 0 0.0170458
11.9184 0 0.0167278
11.9208 0 0.0163461
11.9232 0 0.0168762
11.9256 0 0.0158161
11.928 0 0.0170246
11.9304 0 0.016749
11.9328 0 0.0157949
11.9352 0 0.0167278
11.9376 0 0.0175334
11.94 0 0.016855
11.9424 0 0.0159645
11.9448 0 0.0164733
11.9472 0 0.0155405
11.9496 0 0.0160281
11.952 0 0.0176606
11.9544 0 0.0158373
11.9568 0 0.0155829
11.9592 0 0.0161977
11.9616 0 0.0165369
11.964 0 0.0162401
11.9664 0 0.0157949
11.9688 0 0.0159009
11.9712 0 0.0151801
11.9736 0 0.0154557
11.976 0 0.0161129
11.9784 0 0.0156465
11.9808 0 0.0158797
11.9832 0 0.0155829
11.9856 0 0.0154345
11.988 0 0.0164945
11.9904 0 0.0162189
11.9928 0 0.0149045
11.9952 0 0.0161977
11.9976 0 0.0156465
